
Density = 0.1	Random = 0.03	TopR = 10
UMEAN:	1.1204400346908872	2.4309476003569483
IMEAN:	0.8907308279902162	1.5983909797881888
UPCC:	0.7913641601650812	2.0775251145493785
IPCC:	0.7199976754314049	1.538852309449129
UIPCC:	0.6887313484027215	1.4774736157443078
URR_UPCC:	0.5379444909435324	1.4515559740444497
URR_IPCC:	0.6684144041721677	1.511929958839092
URR_UIPCC:	0.5307367379504982	1.3671899787195816


