UMEAN:	2.5151459923589834	3.984833708314006
IMEAN:	1.1518381330453926	2.010428235543295
UPCC:	1.0616857146674215	2.4696319142935605
IPCC:	0.7061314609856678	1.6506259142950612
UIPCC:	0.7061314609856678	1.6506259142950617
URR_UPCC:	0.7047422670866945	1.7674002544692395
URR_IPCC:	0.7931658445526075	1.9899104329701105
URR_UIPCC:	0.6713756382120368	1.7046564731289937

UMEAN:	2.542563271919384	3.975828504374194
IMEAN:	1.138450990581334	1.997657290376145
UPCC:	1.0547012260721231	2.4735806713524013
IPCC:	0.7059858939145756	1.6330115789691835
UIPCC:	0.7059858939145756	1.6330115789691844
URR_UPCC:	0.6955314682949234	1.7618058086911599
URR_IPCC:	0.8458235641539374	2.1246630637923585
URR_UIPCC:	0.6784904379684116	1.7226072238091419
