Density = 0.1	Random = 0.03	TopK = 6
UMEAN:	1.1350157318227114	2.4580023858941833
IMEAN:	0.8947124356673224	1.601426975227968
UPCC:	0.9428927918207857	2.2891671825577804
IPCC:	0.8433189789736969	1.6768652740919974
UIPCC:	0.8097313657138188	1.5976910706239595
URR_UPCC:	0.6385235868481239	1.7195573635585744
URR_IPCC:	0.7098308494024578	1.6435946039667206
URR_UIPCC:	0.5979831597735525	1.4961640182515368

Density = 0.1	Random = 0.03	TopK = 13
UMEAN:	1.1350157318227114	2.4580023858941833
IMEAN:	0.8947124356673224	1.601426975227968
UPCC:	0.8483975214930537	2.2010543521132386
IPCC:	0.7963094068239353	1.6639905246803695
UIPCC:	0.7466164245655378	1.5616622282093047
URR_UPCC:	0.5656234165474531	1.5912591632245592
URR_IPCC:	0.7073857325125106	1.6430369350706893
URR_UIPCC:	0.5479073969967444	1.4372834811135389

Density = 0.1	Random = 0.03	TopK = 20
UMEAN:	1.1350157318227114	2.4580023858941833
IMEAN:	0.8947124356673224	1.601426975227968
UPCC:	0.8092367679434095	2.143706352842817
IPCC:	0.7627143642035324	1.6220272658382024
UIPCC:	0.7153077485216247	1.5269757587306196
URR_UPCC:	0.5385602300955433	1.5138105460457458
URR_IPCC:	0.6947618067122764	1.6011653637198437
URR_UIPCC:	0.5284068526649183	1.3965793449854271

Density = 0.1	Random = 0.03	TopK = 27
UMEAN:	1.1350157318227114	2.4580023858941833
IMEAN:	0.8947124356673224	1.601426975227968
UPCC:	0.7977072150432425	2.112414329935918
IPCC:	0.7384800250148154	1.577437850028579
UIPCC:	0.7014792206489571	1.5017202192191765
URR_UPCC:	0.5309895101733048	1.4660661049238848
URR_IPCC:	0.6821974631715426	1.5555541972226083
URR_UIPCC:	0.5237890536525651	1.3737105509787113

Density = 0.1	Random = 0.03	TopK = 33
UMEAN:	1.1350157318227114	2.4580023858941833
IMEAN:	0.8947124356673224	1.601426975227968
UPCC:	0.7940106592469107	2.0967074765613027
IPCC:	0.723029511002486	1.5422216560907902
UIPCC:	0.6927491986394145	1.4787697791085093
URR_UPCC:	0.5295779780523159	1.439717860156005
URR_IPCC:	0.6715825607574736	1.5196298942075033
URR_UIPCC:	0.5235128289351443	1.3603160250571267

Density = 0.1	Random = 0.03	TopK = 40
UMEAN:	1.1350157318227114	2.4580023858941833
IMEAN:	0.8947124356673224	1.601426975227968
UPCC:	0.7927665777776829	2.0841861000994135
IPCC:	0.7084327497911265	1.5085158604864264
UIPCC:	0.6853785888457818	1.4572782715139305
URR_UPCC:	0.5279341625379889	1.4148564499260028
URR_IPCC:	0.6608499593907446	1.4839449647868748
URR_UIPCC:	0.5227122692198114	1.3472264712447497

Density = 0.1	Random = 0.03	TopK = 47
UMEAN:	1.1350157318227114	2.4580023858941833
IMEAN:	0.8947124356673224	1.601426975227968
UPCC:	0.7935785232356769	2.07423292960337
IPCC:	0.6975261780727314	1.482046569426815
UIPCC:	0.679039904438572	1.440798763955944
URR_UPCC:	0.5282581110658822	1.3978941097474928
URR_IPCC:	0.6512522529661262	1.45533720206345
URR_UIPCC:	0.5234421305631348	1.3385629990644496

Density = 0.1	Random = 0.03	TopK = 54
UMEAN:	1.1350157318227114	2.4580023858941833
IMEAN:	0.8947124356673224	1.601426975227968
UPCC:	0.79476160331513	2.067817562217292
IPCC:	0.688899259328742	1.4622749316101467
UIPCC:	0.6739327118661959	1.4288766932779358
URR_UPCC:	0.5299186483098687	1.3877411426850783
URR_IPCC:	0.6431855519018309	1.4325001038880116
URR_UIPCC:	0.5252107931153698	1.332835107417785

Density = 0.1	Random = 0.03	TopK = 61
UMEAN:	1.1350157318227114	2.4580023858941833
IMEAN:	0.8947124356673224	1.601426975227968
UPCC:	0.795497601381919	2.061602359599346
IPCC:	0.6816390503308138	1.4461833519616007
UIPCC:	0.6692798073394176	1.4192319667181508
URR_UPCC:	0.5314857913351313	1.379991569572922
URR_IPCC:	0.6363302318249897	1.41437284590532
URR_UIPCC:	0.5268033886842174	1.3286386887870305

Density = 0.1	Random = 0.03	TopK = 67
UMEAN:	1.1350157318227114	2.4580023858941833
IMEAN:	0.8947124356673224	1.601426975227968
UPCC:	0.7963110097156499	2.0566315292414434
IPCC:	0.6761218262567877	1.4343838048366673
UIPCC:	0.6649222369810375	1.4120814493582683
URR_UPCC:	0.5332126773257193	1.3765068420420847
URR_IPCC:	0.6312469635119877	1.4023933066716407
URR_UIPCC:	0.5284083559619267	1.326875323211786

Density = 0.1	Random = 0.03	TopK = 101
UMEAN:	1.1350157318227114	2.4580023858941833
IMEAN:	0.8947124356673224	1.601426975227968
UPCC:	0.8032342912460033	2.048346288144718
IPCC:	0.6571765652628023	1.3989257857831523
UIPCC:	0.6506510254760073	1.3854287721318148
URR_UPCC:	0.5420833839588299	1.3665278150274125
URR_IPCC:	0.6112572573410576	1.3633774057798898
URR_UIPCC:	0.5357024218490468	1.320436375184942

Density = 0.1	Random = 0.03	TopK = 135
UMEAN:	1.1350157318227114	2.4580023858941833
IMEAN:	0.8947124356673224	1.601426975227968
UPCC:	0.8098141130947749	2.048362689624593
IPCC:	0.646934598402249	1.3835169500699833
UIPCC:	0.6433993147328431	1.3743315256773503
URR_UPCC:	0.5498758641149188	1.3655860114500427
URR_IPCC:	0.5990085233952236	1.345741709205506
URR_UIPCC:	0.5422101491022703	1.3188774801071936

Density = 0.1	Random = 0.03	TopK = 169
UMEAN:	1.1350157318227114	2.4580023858941833
IMEAN:	0.8947124356673224	1.601426975227968
